Side,Type,Metric,Value,relation_id,relation_label,model
both,pessimistic,standard_deviation,273971.39886290475,1,P1412,distmult
head,optimistic,adjusted_geometric_mean_rank_index,0.97404909654105,1,P1412,distmult
tail,optimistic,adjusted_geometric_mean_rank_index,0.9999985624429145,1,P1412,distmult
both,optimistic,adjusted_geometric_mean_rank_index,0.9997720490608354,1,P1412,distmult
head,realistic,adjusted_geometric_mean_rank_index,0.9740491462053819,1,P1412,distmult
tail,realistic,adjusted_geometric_mean_rank_index,0.9999985624428267,1,P1412,distmult
both,realistic,adjusted_geometric_mean_rank_index,0.9997720492727505,1,P1412,distmult
head,pessimistic,adjusted_geometric_mean_rank_index,0.9740490948847355,1,P1412,distmult
tail,pessimistic,adjusted_geometric_mean_rank_index,0.9999985624429145,1,P1412,distmult
both,pessimistic,adjusted_geometric_mean_rank_index,0.9997720490535431,1,P1412,distmult
head,optimistic,arithmetic_mean_rank,161794.6911764706,1,P1412,distmult
tail,optimistic,arithmetic_mean_rank,8690.25,1,P1412,distmult
both,optimistic,arithmetic_mean_rank,85242.4705882353,1,P1412,distmult
head,realistic,arithmetic_mean_rank,161794.703125,1,P1412,distmult
tail,realistic,arithmetic_mean_rank,8690.25,1,P1412,distmult
both,realistic,arithmetic_mean_rank,85242.46875,1,P1412,distmult
head,pessimistic,arithmetic_mean_rank,161794.7205882353,1,P1412,distmult
tail,pessimistic,arithmetic_mean_rank,8690.25,1,P1412,distmult
both,pessimistic,arithmetic_mean_rank,85242.48529411765,1,P1412,distmult
head,optimistic,median_absolute_deviation,92256.40564872959,1,P1412,distmult
tail,optimistic,median_absolute_deviation,0.0,1,P1412,distmult
both,optimistic,median_absolute_deviation,1697.5795401889143,1,P1412,distmult
head,realistic,median_absolute_deviation,92256.40564872959,1,P1412,distmult
tail,realistic,median_absolute_deviation,0.0,1,P1412,distmult
both,realistic,median_absolute_deviation,1697.5795401889143,1,P1412,distmult
head,pessimistic,median_absolute_deviation,92256.40564872959,1,P1412,distmult
tail,pessimistic,median_absolute_deviation,0.0,1,P1412,distmult
both,pessimistic,median_absolute_deviation,1697.5795401889143,1,P1412,distmult
head,optimistic,z_inverse_harmonic_mean_rank,2.055518992954451,1,P1412,distmult
tail,optimistic,z_inverse_harmonic_mean_rank,9654.145693130255,1,P1412,distmult
both,optimistic,z_inverse_harmonic_mean_rank,6827.960389594644,1,P1412,distmult
head,realistic,z_inverse_harmonic_mean_rank,2.0555190177308584,1,P1412,distmult
tail,realistic,z_inverse_harmonic_mean_rank,9654.146060776677,1,P1412,distmult
both,realistic,z_inverse_harmonic_mean_rank,6827.9606103667265,1,P1412,distmult
head,pessimistic,z_inverse_harmonic_mean_rank,2.055518990848794,1,P1412,distmult
tail,pessimistic,z_inverse_harmonic_mean_rank,9654.145693130255,1,P1412,distmult
both,pessimistic,z_inverse_harmonic_mean_rank,6827.960389593155,1,P1412,distmult
head,optimistic,z_arithmetic_mean_rank,13.32364262767269,1,P1412,distmult
tail,optimistic,z_arithmetic_mean_rank,14.231338891458368,1,P1412,distmult
both,optimistic,z_arithmetic_mean_rank,19.484315222045737,1,P1412,distmult
head,realistic,z_arithmetic_mean_rank,13.323642556834551,1,P1412,distmult
tail,realistic,z_arithmetic_mean_rank,14.231338891458368,1,P1412,distmult
both,realistic,z_arithmetic_mean_rank,19.48431523745806,1,P1412,distmult
head,pessimistic,z_arithmetic_mean_rank,13.323642453301886,1,P1412,distmult
tail,pessimistic,z_arithmetic_mean_rank,14.231338891458368,1,P1412,distmult
both,pessimistic,z_arithmetic_mean_rank,19.484315098747135,1,P1412,distmult
head,optimistic,harmonic_mean_rank,6713.3948236803835,1,P1412,distmult
tail,optimistic,harmonic_mean_rank,1.4619014458235624,1,P1412,distmult
both,optimistic,harmonic_mean_rank,2.923166346170494,1,P1412,distmult
head,realistic,harmonic_mean_rank,6713.394744559832,1,P1412,distmult
tail,realistic,harmonic_mean_rank,1.4619013901521205,1,P1412,distmult
both,realistic,harmonic_mean_rank,2.923166251655117,1,P1412,distmult
head,pessimistic,harmonic_mean_rank,6713.394830404552,1,P1412,distmult
tail,pessimistic,harmonic_mean_rank,1.4619014458235624,1,P1412,distmult
both,pessimistic,harmonic_mean_rank,2.9231663461711315,1,P1412,distmult
head,optimistic,inverse_harmonic_mean_rank,0.00014895593455529628,1,P1412,distmult
tail,optimistic,inverse_harmonic_mean_rank,0.6840406395772116,1,P1412,distmult
both,optimistic,inverse_harmonic_mean_rank,0.3420947977558835,1,P1412,distmult
head,realistic,inverse_harmonic_mean_rank,0.00014895593631081283,1,P1412,distmult
